"Participant","Condition","RT","Error","Frequency"
1,"Accuracy",0.779,0,"Low"
1,"Accuracy",1.273,0,"High"
1,"Accuracy",0.554,0,"Very Low"
1,"Accuracy",0.715,0,"Low"
1,"Accuracy",0.583,0,"Very Low"
1,"Accuracy",0.558,0,"Very Low"
1,"Accuracy",0.651,0,"Very Low"
1,"Accuracy",0.51,0,"High"
1,"Accuracy",0.51,0,"Low"
1,"Accuracy",0.754,0,"Very Low"
1,"Accuracy",0.641,0,"Very Low"
1,"Accuracy",0.651,0,"Very Low"
1,"Accuracy",0.593,0,"Very Low"
1,"Accuracy",0.597,0,"High"
1,"Accuracy",0.495,0,"High"
1,"Accuracy",1.732,0,"Very Low"
1,"Accuracy",0.656,0,"Very Low"
1,"Accuracy",0.554,0,"Very Low"
1,"Accuracy",0.499,0,"High"
1,"Accuracy",0.558,0,"Very Low"
1,"Accuracy",0.49,0,"Very Low"
1,"Accuracy",0.475,0,"High"
1,"Accuracy",0.583,0,"High"
1,"Accuracy",0.647,1,"Very Low"
1,"Accuracy",0.859,0,"Low"
1,"Accuracy",0.583,0,"Very Low"
1,"Accuracy",0.519,0,"High"
1,"Accuracy",0.47,0,"Low"
1,"Accuracy",0.46,0,"High"
1,"Accuracy",0.48,0,"Very Low"
1,"Accuracy",0.861,0,"Low"
1,"Accuracy",0.735,0,"Low"
1,"Accuracy",0.48,0,"Very Low"
1,"Accuracy",0.592,0,"Low"
1,"Accuracy",0.485,0,"Low"
1,"Accuracy",0.465,0,"Low"
1,"Accuracy",0.658,0,"Very Low"
1,"Accuracy",0.475,0,"Very Low"
1,"Accuracy",0.827,0,"Low"
1,"Accuracy",0.646,0,"Very Low"
1,"Speed",0.577,0,"Low"
1,"Speed",0.362,0,"Low"
1,"Speed",0.544,0,"High"
1,"Speed",0.519,0,"High"
1,"Speed",0.426,0,"High"
1,"Speed",0.353,0,"High"
1,"Speed",0.381,0,"Very Low"
1,"Speed",0.475,0,"Low"
1,"Speed",0.544,0,"Very Low"
1,"Speed",0.451,0,"High"
1,"Speed",0.431,0,"High"
1,"Speed",0.603,0,"Low"
1,"Speed",0.514,1,"Very Low"
1,"Speed",0.524,1,"Low"
1,"Speed",0.534,0,"Low"
1,"Speed",0.47,0,"Low"
1,"Speed",0.45,0,"Low"
1,"Speed",0.421,0,"Low"
1,"Speed",0.441,0,"Low"
1,"Speed",0.495,0,"Very Low"
1,"Speed",0.431,0,"Very Low"
1,"Speed",0.426,0,"Very Low"
1,"Speed",0.514,1,"Very Low"
1,"Speed",0.475,0,"High"
1,"Speed",0.578,0,"Very Low"
1,"Speed",0.445,0,"High"
1,"Speed",0.392,0,"Low"
1,"Speed",0.485,0,"High"
1,"Speed",0.489,0,"High"
1,"Speed",0.485,0,"Low"
1,"Speed",0.583,0,"High"
1,"Speed",0.505,0,"Low"
1,"Speed",0.822,0,"Low"
1,"Speed",0.643,0,"High"
1,"Speed",0.426,0,"Low"
1,"Speed",0.701,0,"Low"
1,"Speed",0.427,0,"Very Low"
1,"Speed",0.46,0,"Very Low"
1,"Speed",0.563,0,"Low"
1,"Speed",0.455,0,"Very Low"
1,"Speed",0.456,0,"Low"
1,"Speed",0.47,0,"Low"
1,"Speed",0.636,1,"Low"
1,"Speed",0.749,0,"Very Low"
1,"Speed",0.475,0,"High"
1,"Speed",0.475,0,"High"
1,"Speed",0.627,1,"Very Low"
1,"Speed",0.558,0,"High"
1,"Speed",0.451,0,"Low"
1,"Speed",0.426,0,"Low"
1,"Speed",0.411,0,"High"
1,"Speed",0.506,0,"Very Low"
1,"Speed",0.46,0,"High"
1,"Speed",0.524,0,"Very Low"
1,"Speed",0.608,0,"Very Low"
1,"Speed",0.417,0,"Very Low"
1,"Speed",0.568,0,"High"
1,"Speed",1.028,1,"Very Low"
1,"Speed",0.443,0,"High"
1,"Speed",0.431,1,"Very Low"
1,"Speed",0.47,0,"Low"
1,"Speed",0.475,0,"Low"
1,"Speed",0.457,0,"Low"
1,"Speed",0.407,0,"Very Low"
1,"Speed",0.397,0,"Low"
1,"Speed",0.524,0,"Very Low"
1,"Speed",0.651,0,"Very Low"
1,"Speed",0.475,0,"High"
1,"Speed",0.475,0,"Low"
1,"Speed",0.539,0,"High"
1,"Speed",0.47,0,"Very Low"
1,"Speed",0.372,0,"High"
1,"Speed",0.485,1,"High"
1,"Speed",0.475,0,"Very Low"
1,"Speed",0.574,0,"High"
1,"Speed",0.425,0,"High"
1,"Speed",0.559,1,"Very Low"
1,"Speed",0.886,0,"Very Low"
1,"Speed",0.516,0,"Low"
1,"Speed",0.47,0,"High"
1,"Speed",0.48,1,"Very Low"
1,"Speed",0.833,0,"High"
1,"Speed",0.614,0,"High"
1,"Speed",0.446,0,"Very Low"
1,"Speed",0.881,0,"Very Low"
1,"Speed",0.526,0,"High"
1,"Speed",0.534,0,"High"
1,"Speed",0.656,0,"Low"
1,"Speed",0.431,0,"Very Low"
1,"Speed",0.49,0,"Low"
1,"Speed",0.602,0,"Very Low"
1,"Speed",0.509,0,"Low"
1,"Speed",0.505,0,"High"
1,"Speed",0.504,0,"Low"
1,"Speed",0.446,0,"Very Low"
1,"Speed",0.739,0,"High"
1,"Accuracy",0.734,1,"Low"
1,"Accuracy",0.536,0,"Very Low"
1,"Accuracy",0.514,0,"High"
1,"Accuracy",0.466,0,"High"
1,"Accuracy",0.446,0,"High"
1,"Accuracy",0.505,0,"High"
1,"Accuracy",0.564,0,"Low"
1,"Accuracy",0.455,0,"Low"
1,"Accuracy",0.685,0,"High"
1,"Accuracy",0.544,0,"High"
1,"Accuracy",0.773,0,"Very Low"
1,"Accuracy",1.381,0,"Low"
1,"Accuracy",0.612,0,"Low"
1,"Accuracy",0.739,0,"Very Low"
1,"Accuracy",0.896,0,"Low"
1,"Accuracy",0.778,0,"Very Low"
1,"Accuracy",0.563,0,"High"
1,"Accuracy",0.539,0,"Very Low"
1,"Accuracy",0.485,0,"Low"
1,"Accuracy",0.548,0,"High"
1,"Accuracy",0.47,0,"High"
1,"Accuracy",0.548,0,"Low"
1,"Accuracy",0.759,0,"High"
1,"Accuracy",0.627,0,"Very Low"
1,"Accuracy",0.47,0,"Very Low"
1,"Accuracy",0.482,0,"Very Low"
1,"Accuracy",0.578,1,"Very Low"
1,"Accuracy",1.114,0,"Low"
1,"Accuracy",0.666,0,"Very Low"
1,"Accuracy",0.661,0,"Low"
1,"Accuracy",0.543,0,"High"
1,"Accuracy",0.608,0,"Very Low"
1,"Accuracy",0.539,0,"Low"
1,"Accuracy",0.504,0,"High"
1,"Accuracy",0.47,1,"Very Low"
1,"Accuracy",0.644,0,"Low"
1,"Accuracy",0.524,0,"Low"
1,"Accuracy",0.485,0,"High"
1,"Accuracy",0.583,0,"High"
1,"Accuracy",0.597,0,"Low"
1,"Accuracy",0.431,0,"Very Low"
1,"Accuracy",0.583,0,"High"
1,"Accuracy",0.602,0,"High"
1,"Accuracy",0.534,0,"Low"
1,"Accuracy",0.475,1,"Very Low"
1,"Accuracy",0.614,0,"Very Low"
1,"Accuracy",0.607,0,"High"
1,"Accuracy",0.808,0,"Low"
1,"Accuracy",0.578,0,"Very Low"
1,"Accuracy",0.509,0,"Very Low"
1,"Accuracy",0.573,0,"High"
1,"Accuracy",0.744,0,"Very Low"
1,"Accuracy",0.705,0,"Low"
1,"Accuracy",0.549,0,"Very Low"
1,"Accuracy",0.583,0,"High"
1,"Accuracy",0.573,0,"Low"
1,"Accuracy",0.465,0,"Very Low"
1,"Accuracy",0.857,0,"Very Low"
1,"Accuracy",0.636,0,"Very Low"
1,"Accuracy",0.495,0,"Low"
1,"Accuracy",0.455,0,"High"
1,"Accuracy",0.651,0,"Very Low"
1,"Accuracy",0.666,0,"High"
1,"Accuracy",0.563,0,"Low"
1,"Accuracy",0.456,0,"Very Low"
1,"Accuracy",1.503,0,"Very Low"
1,"Accuracy",0.549,0,"High"
1,"Accuracy",0.621,0,"Very Low"
1,"Accuracy",0.666,0,"High"
1,"Accuracy",0.51,0,"Low"
1,"Accuracy",0.539,0,"High"
1,"Accuracy",0.852,0,"Very Low"
1,"Accuracy",0.622,1,"Low"
1,"Accuracy",0.487,0,"Low"
1,"Accuracy",0.602,0,"Very Low"
1,"Accuracy",0.466,0,"Very Low"
1,"Accuracy",0.539,0,"Low"
1,"Accuracy",0.602,0,"Low"
1,"Accuracy",0.725,0,"High"
1,"Accuracy",0.685,0,"Low"
1,"Accuracy",0.573,0,"Low"
1,"Accuracy",0.573,1,"High"
1,"Accuracy",0.61,0,"High"
1,"Accuracy",0.509,0,"High"
1,"Accuracy",0.516,0,"High"
1,"Accuracy",0.582,0,"Low"
1,"Accuracy",0.51,0,"Low"
1,"Accuracy",0.494,0,"Very Low"
1,"Accuracy",0.514,0,"Low"
1,"Accuracy",0.637,0,"High"
1,"Accuracy",0.631,0,"Low"
1,"Accuracy",0.529,0,"Very Low"
1,"Accuracy",0.549,0,"Low"
1,"Accuracy",0.626,0,"High"
1,"Accuracy",0.568,0,"High"
1,"Accuracy",0.671,0,"Very Low"
1,"Speed",0.548,0,"High"
1,"Speed",0.627,1,"Low"
1,"Speed",1.248,0,"Low"
1,"Speed",0.512,0,"Very Low"
1,"Speed",0.612,0,"Low"
1,"Speed",0.47,0,"Very Low"
1,"Speed",0.553,1,"Very Low"
1,"Speed",0.534,0,"Low"
1,"Speed",0.509,1,"Very Low"
1,"Speed",0.461,0,"High"
1,"Speed",0.73,0,"High"
1,"Speed",0.529,0,"Very Low"
1,"Speed",0.641,0,"Low"
1,"Speed",0.441,0,"High"
1,"Speed",0.651,0,"Very Low"
1,"Speed",0.456,0,"High"
1,"Speed",0.49,0,"Low"
1,"Speed",1.371,0,"High"
1,"Speed",0.458,0,"Very Low"
1,"Speed",0.592,0,"Low"
1,"Speed",0.671,0,"Low"
1,"Speed",0.5,0,"High"
1,"Speed",0.441,0,"Low"
1,"Speed",0.49,0,"High"
1,"Speed",0.421,0,"Low"
1,"Speed",0.7,0,"Very Low"
1,"Speed",0.495,0,"Low"
1,"Speed",0.462,0,"Low"
1,"Speed",0.456,0,"Very Low"
1,"Speed",0.49,0,"Low"
1,"Speed",0.553,0,"Low"
1,"Speed",0.441,0,"Very Low"
1,"Speed",0.445,0,"Low"
1,"Speed",0.593,0,"High"
1,"Speed",0.719,0,"Very Low"
1,"Speed",0.593,0,"High"
1,"Speed",0.715,1,"Very Low"
1,"Speed",0.543,0,"High"
1,"Speed",0.436,1,"High"
1,"Speed",0.671,0,"High"
1,"Speed",0.504,0,"Low"
1,"Speed",0.495,0,"Low"
1,"Speed",0.427,0,"Very Low"
1,"Speed",0.603,0,"Very Low"
1,"Speed",0.519,0,"Low"
1,"Speed",0.504,0,"Low"
1,"Speed",0.475,0,"High"
1,"Speed",0.622,0,"Very Low"
1,"Speed",0.55,0,"High"
1,"Speed",0.504,0,"High"
1,"Speed",0.49,0,"Low"
1,"Speed",0.441,0,"High"
1,"Speed",0.455,0,"High"
1,"Speed",0.441,0,"Very Low"
1,"Speed",0.48,1,"Low"
1,"Speed",1.468,0,"High"
1,"Speed",0.483,0,"High"
1,"Speed",0.44,1,"Very Low"
1,"Speed",0.456,0,"Low"
1,"Speed",0.529,0,"Very Low"
1,"Speed",0.431,0,"Very Low"
1,"Speed",0.656,0,"Very Low"
1,"Speed",0.509,0,"Very Low"
1,"Speed",0.392,0,"Low"
1,"Speed",0.631,0,"High"
1,"Speed",0.461,0,"Low"
1,"Speed",0.49,0,"High"
1,"Speed",0.431,1,"Very Low"
1,"Speed",0.465,0,"High"
1,"Speed",0.431,0,"High"
1,"Speed",0.593,1,"Low"
1,"Speed",0.45,0,"Very Low"
1,"Speed",0.71,0,"Very Low"
1,"Speed",0.553,0,"Very Low"
1,"Speed",0.397,0,"High"
1,"Speed",0.514,0,"Low"
1,"Speed",0.49,0,"Very Low"
1,"Speed",0.538,0,"Very Low"
1,"Speed",0.421,0,"High"
1,"Speed",0.554,0,"High"
1,"Speed",0.411,0,"Low"
1,"Speed",0.514,0,"High"
1,"Speed",0.412,0,"Low"
1,"Speed",0.641,0,"Very Low"
1,"Speed",0.436,0,"Very Low"
1,"Speed",0.48,0,"High"
1,"Speed",0.455,0,"Low"
1,"Speed",0.485,0,"High"
1,"Speed",0.411,1,"Very Low"
1,"Speed",1.195,0,"High"
1,"Speed",0.492,0,"Low"
1,"Speed",0.485,0,"High"
1,"Speed",0.484,0,"Low"
1,"Speed",0.48,0,"Very Low"
1,"Speed",0.421,0,"Very Low"
1,"Speed",0.49,0,"Low"
1,"Accuracy",0.715,0,"Very Low"
1,"Accuracy",0.597,0,"Very Low"
1,"Accuracy",0.549,0,"Low"
1,"Accuracy",0.544,0,"Very Low"
1,"Accuracy",0.465,0,"Low"
1,"Accuracy",0.441,0,"Very Low"
1,"Accuracy",0.587,0,"Very Low"
1,"Accuracy",0.456,0,"Very Low"
1,"Accuracy",0.485,0,"High"
1,"Accuracy",0.485,0,"High"
1,"Accuracy",0.47,0,"Low"
1,"Accuracy",0.911,0,"Low"
1,"Accuracy",0.514,1,"High"
1,"Accuracy",0.507,0,"Low"
1,"Accuracy",0.455,0,"Very Low"
1,"Accuracy",0.519,0,"Low"
1,"Accuracy",0.505,0,"Very Low"
1,"Accuracy",0.533,0,"Very Low"
1,"Accuracy",0.52,0,"High"
1,"Accuracy",0.436,0,"High"
1,"Accuracy",0.431,0,"Very Low"
1,"Accuracy",0.505,0,"Low"
1,"Accuracy",0.426,0,"High"
1,"Accuracy",0.548,0,"Low"
1,"Accuracy",0.451,0,"High"
1,"Accuracy",0.441,1,"Very Low"
1,"Accuracy",1.344,1,"Low"
1,"Accuracy",0.576,0,"High"
1,"Accuracy",0.533,0,"Very Low"
1,"Accuracy",0.642,0,"Low"
1,"Accuracy",0.68,0,"Very Low"
1,"Accuracy",0.534,0,"Very Low"
1,"Accuracy",0.47,0,"Low"
1,"Accuracy",0.426,0,"Low"
1,"Accuracy",0.416,0,"High"
1,"Accuracy",0.632,0,"High"
1,"Accuracy",0.558,1,"Very Low"
1,"Accuracy",0.624,0,"High"
1,"Accuracy",0.524,0,"High"
1,"Accuracy",0.51,0,"High"
1,"Accuracy",0.554,0,"Low"
1,"Accuracy",0.48,0,"High"
1,"Accuracy",0.754,0,"Low"
1,"Accuracy",0.461,0,"High"
1,"Accuracy",0.524,0,"High"
1,"Accuracy",0.436,0,"High"
1,"Accuracy",0.431,0,"High"
1,"Accuracy",0.647,0,"Very Low"
1,"Accuracy",0.543,0,"Low"
1,"Accuracy",0.49,0,"High"
1,"Accuracy",0.475,0,"High"
1,"Accuracy",0.651,0,"Low"
1,"Accuracy",0.548,0,"High"
1,"Accuracy",0.505,0,"Very Low"
1,"Accuracy",0.421,0,"High"
1,"Accuracy",0.421,0,"High"
1,"Accuracy",0.514,0,"Very Low"
1,"Accuracy",0.529,0,"Low"
1,"Accuracy",0.524,0,"Low"
1,"Accuracy",0.485,0,"Very Low"
1,"Accuracy",0.734,0,"High"
1,"Accuracy",0.5,0,"Low"
1,"Accuracy",0.515,0,"Low"
1,"Accuracy",0.866,0,"Low"
1,"Accuracy",0.509,1,"Very Low"
1,"Accuracy",0.522,0,"Low"
1,"Accuracy",0.495,0,"Low"
1,"Accuracy",0.475,0,"Low"
1,"Accuracy",0.603,0,"Very Low"
1,"Accuracy",0.45,0,"High"
1,"Accuracy",0.475,0,"Very Low"
1,"Accuracy",0.48,0,"Low"
1,"Accuracy",0.504,0,"Very Low"
1,"Accuracy",0.431,0,"High"
1,"Accuracy",0.514,0,"Very Low"
1,"Accuracy",0.48,0,"Very Low"
1,"Accuracy",0.514,1,"High"
1,"Accuracy",0.429,0,"High"
1,"Accuracy",0.421,0,"Low"
1,"Accuracy",0.47,0,"High"
1,"Accuracy",0.642,0,"Low"
1,"Accuracy",0.538,0,"Very Low"
1,"Accuracy",0.578,0,"Low"
1,"Accuracy",0.465,1,"Low"
1,"Accuracy",0.669,0,"High"
1,"Accuracy",0.51,0,"Very Low"
1,"Accuracy",0.582,0,"High"
1,"Accuracy",0.505,0,"Very Low"
1,"Accuracy",0.472,0,"Low"
1,"Accuracy",0.392,0,"Very Low"
1,"Accuracy",0.461,0,"Very Low"
1,"Accuracy",0.431,0,"Very Low"
1,"Accuracy",0.603,0,"Very Low"
1,"Accuracy",0.675,1,"Low"
1,"Accuracy",0.439,1,"High"
1,"Accuracy",0.898,0,"Low"
1,"Speed",0.743,0,"High"
1,"Speed",0.412,0,"Low"
1,"Speed",0.514,0,"High"
1,"Speed",0.382,1,"Very Low"
1,"Speed",0.563,0,"Very Low"
1,"Speed",0.455,0,"High"
1,"Speed",0.558,0,"Very Low"
1,"Speed",0.5,0,"High"
1,"Speed",0.71,0,"Very Low"
1,"Speed",0.455,0,"Very Low"
1,"Speed",0.446,0,"High"
1,"Speed",0.475,0,"Low"
1,"Speed",0.45,0,"Low"
1,"Speed",0.47,0,"High"
1,"Speed",0.436,0,"Very Low"
1,"Speed",0.529,1,"High"
1,"Speed",0.47,0,"Low"
1,"Speed",0.494,0,"Low"
1,"Speed",0.471,0,"Low"
1,"Speed",0.446,0,"High"
1,"Speed",0.774,0,"Low"
1,"Speed",0.595,1,"Low"
1,"Speed",0.382,0,"High"
1,"Speed",0.446,0,"Very Low"
1,"Speed",0.382,1,"High"
1,"Speed",0.637,0,"High"
1,"Speed",0.445,0,"High"
1,"Speed",0.622,0,"High"
1,"Speed",0.69,0,"High"
1,"Speed",0.534,0,"Low"
1,"Speed",0.436,0,"Very Low"
1,"Speed",0.455,0,"High"
1,"Speed",0.554,0,"High"
1,"Speed",0.402,0,"Very Low"
1,"Speed",0.534,0,"High"
1,"Speed",0.817,1,"Very Low"
1,"Speed",0.414,0,"Very Low"
1,"Speed",0.441,0,"Very Low"
1,"Speed",0.411,0,"High"
1,"Speed",0.48,0,"Very Low"
1,"Speed",0.646,0,"Low"
1,"Speed",0.573,0,"Low"
1,"Speed",0.416,0,"High"
1,"Speed",0.48,0,"High"
1,"Speed",0.533,0,"High"
1,"Speed",0.597,0,"Low"
1,"Speed",0.554,0,"High"
1,"Speed",0.529,1,"High"
1,"Speed",0.554,0,"High"
1,"Speed",0.494,0,"Low"
1,"Speed",0.568,0,"Low"
1,"Speed",0.441,0,"Very Low"
1,"Speed",0.543,0,"Very Low"
1,"Speed",0.49,0,"Low"
1,"Speed",0.411,0,"Very Low"
1,"Speed",0.48,0,"Low"
1,"Speed",0.416,0,"Low"
1,"Speed",0.441,0,"Very Low"
1,"Speed",0.416,0,"High"
1,"Speed",0.593,0,"Very Low"
1,"Speed",0.441,1,"Very Low"
1,"Speed",0.49,0,"Low"
1,"Speed",0.651,0,"Low"
1,"Speed",0.549,0,"Low"
1,"Speed",0.47,0,"Very Low"
1,"Speed",0.387,0,"High"
1,"Speed",0.394,0,"Low"
1,"Speed",0.372,0,"Very Low"
1,"Speed",0.446,1,"Very Low"
1,"Speed",0.558,0,"Low"
1,"Speed",0.46,0,"High"
1,"Speed",0.583,0,"Low"
1,"Speed",0.631,0,"Low"
1,"Speed",0.676,0,"Very Low"
1,"Speed",0.68,0,"Low"
1,"Speed",0.534,0,"Very Low"
1,"Speed",0.544,0,"Low"
1,"Speed",0.46,0,"Very Low"
1,"Speed",0.48,0,"Low"
1,"Speed",0.68,0,"Low"
1,"Speed",0.539,0,"Very Low"
1,"Speed",0.548,0,"Very Low"
1,"Speed",0.544,0,"Very Low"
1,"Speed",0.401,0,"Low"
1,"Speed",0.505,0,"Very Low"
1,"Speed",0.422,0,"High"
1,"Speed",0.568,0,"Very Low"
1,"Speed",0.524,1,"Low"
1,"Speed",0.564,0,"High"
1,"Speed",0.45,0,"High"
1,"Speed",0.495,0,"Low"
1,"Speed",0.476,0,"Low"
1,"Speed",0.422,0,"High"
1,"Speed",0.582,0,"Very Low"
1,"Speed",0.412,0,"Very Low"
1,"Speed",0.421,0,"High"
1,"Accuracy",0.729,1,"Very Low"
1,"Accuracy",0.516,0,"High"
1,"Accuracy",0.534,0,"Low"
1,"Accuracy",0.441,0,"High"
1,"Accuracy",0.46,0,"Low"
1,"Accuracy",0.465,0,"Very Low"
1,"Accuracy",0.446,0,"High"
1,"Accuracy",0.773,0,"High"
1,"Accuracy",0.603,0,"Low"
1,"Accuracy",0.485,0,"High"
1,"Accuracy",0.51,0,"Very Low"
1,"Accuracy",0.48,0,"Very Low"
1,"Accuracy",0.524,0,"Very Low"
1,"Accuracy",0.524,0,"High"
1,"Accuracy",0.505,0,"Very Low"
1,"Accuracy",0.527,0,"Low"
1,"Accuracy",0.583,0,"Very Low"
1,"Accuracy",0.475,0,"High"
1,"Accuracy",0.514,0,"Low"
1,"Accuracy",0.46,0,"Low"
1,"Accuracy",0.691,0,"High"
1,"Accuracy",0.568,0,"Very Low"
1,"Accuracy",0.582,0,"High"
1,"Accuracy",0.568,0,"High"
1,"Accuracy",0.573,0,"High"
1,"Accuracy",0.558,1,"Low"
1,"Accuracy",0.683,0,"Low"
1,"Accuracy",0.627,0,"Low"
1,"Accuracy",0.651,0,"Low"
1,"Accuracy",0.524,0,"Low"
1,"Accuracy",0.573,0,"Low"
1,"Accuracy",0.538,0,"Low"
1,"Accuracy",0.461,0,"High"
1,"Accuracy",0.494,0,"Very Low"
1,"Accuracy",0.48,0,"Low"
1,"Accuracy",0.465,0,"High"
1,"Accuracy",0.563,0,"High"
1,"Accuracy",0.475,0,"High"
1,"Accuracy",1.669,0,"Very Low"
1,"Accuracy",0.534,0,"Low"
1,"Accuracy",0.602,0,"Low"
1,"Accuracy",0.539,0,"Low"
1,"Accuracy",0.504,0,"Low"
1,"Accuracy",0.559,0,"High"
1,"Accuracy",0.475,0,"High"
1,"Accuracy",0.521,1,"Low"
1,"Accuracy",1.261,0,"Very Low"
1,"Accuracy",0.617,0,"Very Low"
1,"Accuracy",0.499,0,"Very Low"
1,"Accuracy",0.632,1,"Low"
1,"Accuracy",1.089,0,"Very Low"
1,"Accuracy",0.524,0,"High"
1,"Accuracy",0.71,0,"Low"
1,"Accuracy",0.48,0,"High"
1,"Accuracy",0.401,0,"Very Low"
1,"Accuracy",0.441,0,"Very Low"
1,"Accuracy",0.431,0,"Low"
1,"Accuracy",0.421,0,"Low"
1,"Accuracy",0.45,0,"Low"
1,"Accuracy",0.412,0,"Very Low"
1,"Accuracy",0.553,0,"High"
1,"Accuracy",0.583,0,"Low"
1,"Accuracy",0.47,0,"High"
1,"Accuracy",0.455,0,"High"
1,"Accuracy",0.505,0,"Very Low"
1,"Accuracy",0.5,0,"Very Low"
1,"Accuracy",0.465,0,"High"
1,"Accuracy",0.553,0,"High"
1,"Accuracy",0.544,0,"Low"
1,"Accuracy",0.441,0,"High"
1,"Accuracy",0.553,0,"High"
1,"Accuracy",0.441,0,"High"
1,"Accuracy",0.524,0,"Very Low"
1,"Accuracy",0.715,0,"Low"
1,"Accuracy",0.549,0,"Low"
1,"Accuracy",0.577,0,"Very Low"
1,"Accuracy",0.485,0,"Very Low"
1,"Accuracy",0.617,0,"Very Low"
1,"Accuracy",0.446,0,"High"
1,"Accuracy",0.568,0,"Very Low"
1,"Accuracy",0.44,0,"Low"
1,"Accuracy",0.475,1,"Very Low"
1,"Accuracy",0.512,0,"Very Low"
1,"Accuracy",0.505,0,"Low"
1,"Accuracy",0.48,0,"Low"
1,"Accuracy",0.534,0,"Very Low"
1,"Accuracy",0.769,0,"Low"
1,"Accuracy",0.46,0,"Very Low"
1,"Accuracy",0.494,0,"Very Low"
1,"Accuracy",0.451,0,"High"
1,"Accuracy",0.582,0,"Very Low"
1,"Accuracy",0.603,0,"High"
1,"Accuracy",0.641,0,"Very Low"
1,"Accuracy",0.637,0,"Very Low"
1,"Accuracy",0.422,0,"High"
1,"Accuracy",0.46,0,"High"
1,"Speed",0.788,0,"Very Low"
1,"Speed",0.536,0,"Low"
1,"Speed",0.441,0,"Very Low"
1,"Speed",0.622,0,"Very Low"
1,"Speed",0.465,0,"Low"
1,"Speed",0.392,0,"High"
1,"Speed",0.49,0,"Low"
1,"Speed",0.451,0,"Low"
1,"Speed",0.401,0,"High"
1,"Speed",0.519,0,"Low"
1,"Speed",0.607,0,"Very Low"
1,"Speed",1.058,0,"High"
1,"Speed",0.639,0,"Low"
1,"Speed",0.578,0,"Very Low"
1,"Speed",0.544,0,"Low"
1,"Speed",0.544,0,"Low"
1,"Speed",0.475,0,"Very Low"
1,"Speed",0.544,0,"Very Low"
1,"Speed",0.421,0,"High"
1,"Speed",0.451,0,"High"
1,"Speed",0.431,0,"Low"
1,"Speed",0.783,0,"Very Low"
1,"Speed",0.478,0,"High"
1,"Speed",0.48,0,"Low"
1,"Speed",0.686,0,"High"
1,"Speed",0.489,0,"High"
1,"Speed",0.441,0,"Low"
1,"Speed",0.686,0,"Very Low"
1,"Speed",0.49,0,"High"
1,"Speed",0.446,0,"Very Low"
1,"Speed",0.621,0,"Very Low"
1,"Speed",0.495,0,"Low"
1,"Speed",0.583,0,"Very Low"
1,"Speed",0.495,0,"High"
1,"Speed",0.485,0,"Low"
1,"Speed",0.455,0,"Low"
1,"Speed",0.426,0,"Low"
1,"Speed",0.412,0,"Very Low"
1,"Speed",0.363,0,"Very Low"
1,"Speed",0.423,0,"High"
1,"Speed",0.411,0,"Very Low"
1,"Speed",0.421,0,"Very Low"
1,"Speed",0.554,0,"Very Low"
1,"Speed",0.544,0,"Low"
1,"Speed",0.382,1,"Very Low"
1,"Speed",0.46,0,"Low"
1,"Speed",0.436,0,"Low"
1,"Speed",0.568,0,"Very Low"
1,"Speed",0.475,0,"High"
1,"Speed",0.553,0,"Very Low"
1,"Speed",0.563,0,"Low"
1,"Speed",0.392,1,"High"
1,"Speed",1.121,0,"Very Low"
1,"Speed",0.458,0,"High"
1,"Speed",0.489,0,"Low"
1,"Speed",0.593,0,"Very Low"
1,"Speed",0.45,0,"High"
1,"Speed",0.495,0,"Very Low"
1,"Speed",0.426,0,"Very Low"
1,"Speed",0.431,0,"High"
1,"Speed",0.534,0,"Very Low"
1,"Speed",0.426,0,"High"
1,"Speed",0.426,0,"Very Low"
1,"Speed",0.426,0,"Low"
1,"Speed",0.475,0,"Low"
1,"Speed",0.582,0,"Low"
1,"Speed",1.39,0,"High"
1,"Speed",0.599,0,"Very Low"
1,"Speed",0.524,0,"High"
1,"Speed",0.549,0,"Very Low"
1,"Speed",0.568,0,"High"
1,"Speed",0.471,0,"High"
1,"Speed",0.475,0,"High"
1,"Speed",0.456,0,"High"
1,"Speed",0.446,0,"High"
1,"Speed",0.387,0,"Low"
1,"Speed",0.505,0,"Low"
1,"Speed",0.533,0,"Low"
1,"Speed",0.456,0,"Low"
1,"Speed",0.382,0,"High"
1,"Speed",0.485,0,"Very Low"
1,"Speed",0.368,1,"High"
1,"Speed",0.436,0,"Very Low"
1,"Speed",0.509,0,"Low"
1,"Speed",0.45,0,"High"
1,"Speed",0.431,0,"Low"
1,"Speed",0.554,0,"Very Low"
1,"Speed",0.397,0,"High"
1,"Speed",0.47,0,"Low"
1,"Speed",0.412,1,"Very Low"
1,"Speed",0.441,0,"High"
1,"Speed",0.563,0,"High"
1,"Speed",0.417,0,"Low"
1,"Speed",0.534,0,"High"
1,"Speed",0.387,0,"High"
1,"Speed",0.602,0,"Low"
1,"Accuracy",1.185,0,"Low"
1,"Accuracy",0.577,0,"Very Low"
1,"Accuracy",0.402,0,"High"
1,"Accuracy",0.382,0,"Low"
1,"Accuracy",0.494,0,"High"
1,"Accuracy",0.441,0,"High"
1,"Accuracy",0.47,0,"High"
1,"Accuracy",0.641,0,"Low"
1,"Accuracy",0.705,0,"Very Low"
1,"Accuracy",1.62,0,"Low"
1,"Accuracy",0.578,0,"Low"
1,"Accuracy",0.465,0,"Very Low"
